Interaction_ID,User_ID,User_Name,User_Age,User_Gender,User_Location,User_Membership_Level,Item_ID,Item_Name,Item_Category,Item_Subcategory,Item_Brand,Item_Price,Item_Rating,Interaction_Type,Timestamp,Rating,Discount_Applied,Payment_Method,Referral_Source
11543,U543,Jane Smith,30,Male,Houston,Platinum,P0043,Headphones,Books,Fiction,Brand C,281.77,3.3,purchase,2024-01-09 00:22:00,5,True,Credit Card,email campaign
11544,U544,Alice Johnson,32,Male,Phoenix,Silver,P0044,Laptop,Home Goods,Wearable Tech,Brand C,302.91,4.0,review,2024-01-09 00:23:00,5,True,Bank Transfer,email campaign
11545,U545,Jane Smith,40,Male,Chicago,Gold,P0045,Laptop,Home Goods,Kitchen Appliances,Brand D,595.33,4.7,review,2024-01-09 00:24:00,4,False,Credit Card,search engine
11546,U546,Alice Johnson,57,Non-Binary,Houston,Silver,P0046,Smartwatch,Books,Fiction,Brand C,346.97,4.9,purchase,2024-01-09 00:25:00,,False,Cash,email campaign
11547,U547,Bob Brown,41,Female,Houston,Gold,P0047,Laptop,Home Goods,Kitchen Appliances,Brand B,934.16,4.8,purchase,2024-01-09 00:26:00,,False,Bank Transfer,direct visit
11548,U548,John Doe,54,Female,New York,Silver,P0048,Laptop,Books,Apparel,Brand C,520.11,4.4,purchase,2024-01-09 00:27:00,,True,Bank Transfer,direct visit
11549,U549,John Doe,41,Female,New York,Platinum,P0049,Novel,Books,Kitchen Appliances,Brand B,440.38,3.7,purchase,2024-01-09 00:28:00,5,True,PayPal,direct visit
11550,U550,John Doe,28,Non-Binary,New York,Silver,P0050,Headphones,Books,Fiction,Brand C,412.1,4.1,purchase,2024-01-09 00:29:00,4,True,PayPal,email campaign
11551,U551,Charlie Davis,54,Female,Houston,Gold,P0051,Coffee Maker,Clothing,Kitchen Appliances,Brand C,875.04,3.9,review,2024-01-09 00:30:00,,False,Bank Transfer,search engine
11552,U552,Alice Johnson,34,Male,Los Angeles,Gold,P0052,Coffee Maker,Electronics,Fiction,Brand A,619.74,5.0,click,2024-01-09 00:31:00,4,True,Credit Card,search engine
11553,U553,Bob Brown,36,Non-Binary,New York,Silver,P0053,Headphones,Home Goods,Wearable Tech,Brand A,776.4,3.3,click,2024-01-09 00:32:00,4,False,Credit Card,direct visit
11554,U554,Alice Johnson,36,Female,New York,Platinum,P0054,Novel,Electronics,Wearable Tech,Brand B,649.14,4.7,click,2024-01-09 00:33:00,,True,PayPal,social media
11555,U555,Alice Johnson,21,Female,Chicago,Silver,P0055,Coffee Maker,Clothing,Wearable Tech,Brand A,295.53,3.5,purchase,2024-01-09 00:34:00,,False,Bank Transfer,direct visit
11556,U556,Charlie Davis,55,Non-Binary,New York,Silver,P0056,Laptop,Home Goods,Kitchen Appliances,Brand B,379.99,4.1,click,2024-01-09 00:35:00,4,False,Bank Transfer,direct visit
11557,U557,Bob Brown,35,Male,Phoenix,Silver,P0057,Novel,Books,Fiction,Brand A,315.88,3.9,click,2024-01-09 00:36:00,3,False,PayPal,direct visit
11558,U558,John Doe,31,Male,Chicago,Silver,P0058,Coffee Maker,Clothing,Fiction,Brand B,640.71,3.7,purchase,2024-01-09 00:37:00,5,False,Bank Transfer,social media
11559,U559,John Doe,48,Male,Chicago,Gold,P0059,Coffee Maker,Clothing,Wearable Tech,Brand D,416.6,4.7,purchase,2024-01-09 00:38:00,4,False,PayPal,direct visit
11560,U560,Bob Brown,23,Male,Chicago,Gold,P0060,T-Shirt,Books,Fiction,Brand C,400.86,3.4,click,2024-01-09 00:39:00,4,True,Bank Transfer,direct visit
11561,U561,Jane Smith,59,Non-Binary,Los Angeles,Platinum,P0061,Novel,Clothing,Apparel,Brand B,82.98,4.4,review,2024-01-09 00:40:00,5,True,PayPal,direct visit
11562,U562,Charlie Davis,33,Male,Houston,Silver,P0062,Headphones,Books,Fiction,Brand C,787.96,4.3,review,2024-01-09 00:41:00,5,False,PayPal,direct visit
11563,U563,Bob Brown,57,Male,Chicago,Silver,P0063,T-Shirt,Home Goods,Wearable Tech,Brand B,387.29,4.9,click,2024-01-09 00:42:00,5,True,Bank Transfer,search engine
11564,U564,Bob Brown,54,Male,Los Angeles,Silver,P0064,Coffee Maker,Clothing,Fiction,Brand D,946.19,4.6,click,2024-01-09 00:43:00,4,False,Credit Card,email campaign
11565,U565,Charlie Davis,43,Male,Chicago,Gold,P0065,T-Shirt,Home Goods,Wearable Tech,Brand C,695.06,3.1,click,2024-01-09 00:44:00,4,False,Credit Card,social media
11566,U566,Alice Johnson,39,Non-Binary,Houston,Gold,P0066,Headphones,Books,Wearable Tech,Brand C,311.27,3.5,review,2024-01-09 00:45:00,5,False,PayPal,email campaign
11567,U567,Bob Brown,51,Female,Houston,Platinum,P0067,Headphones,Clothing,Fiction,Brand D,285.41,3.4,purchase,2024-01-09 00:46:00,5,False,Cash,direct visit
11568,U568,John Doe,36,Female,Phoenix,Silver,P0068,Laptop,Home Goods,Kitchen Appliances,Brand B,374.98,4.9,click,2024-01-09 00:47:00,,False,Bank Transfer,email campaign
11569,U569,Jane Smith,51,Non-Binary,Los Angeles,Silver,P0069,Laptop,Electronics,Fiction,Brand B,822.42,4.7,click,2024-01-09 00:48:00,4,False,PayPal,social media
11570,U570,John Doe,54,Male,Los Angeles,Gold,P0070,T-Shirt,Clothing,Apparel,Brand B,712.15,3.2,review,2024-01-09 00:49:00,5,False,Credit Card,email campaign
11571,U571,Jane Smith,37,Male,Chicago,Platinum,P0071,Laptop,Electronics,Apparel,Brand C,641.67,4.4,review,2024-01-09 00:50:00,3,False,Bank Transfer,search engine
11572,U572,Bob Brown,58,Female,Chicago,Gold,P0072,Laptop,Clothing,Wearable Tech,Brand B,510.13,3.1,click,2024-01-09 00:51:00,4,True,Credit Card,email campaign
11573,U573,Alice Johnson,20,Male,Chicago,Silver,P0073,Coffee Maker,Electronics,Apparel,Brand A,251.0,3.5,purchase,2024-01-09 00:52:00,,True,Credit Card,search engine
11574,U574,John Doe,40,Non-Binary,Los Angeles,Platinum,P0074,Coffee Maker,Home Goods,Wearable Tech,Brand B,894.18,4.1,click,2024-01-09 00:53:00,5,False,Cash,email campaign
11575,U575,Bob Brown,41,Female,Houston,Platinum,P0075,Smartwatch,Electronics,Fiction,Brand C,721.06,4.3,purchase,2024-01-09 00:54:00,3,True,PayPal,direct visit
11576,U576,Charlie Davis,32,Non-Binary,Houston,Platinum,P0076,T-Shirt,Books,Kitchen Appliances,Brand A,557.95,4.8,purchase,2024-01-09 00:55:00,4,False,Bank Transfer,email campaign
11577,U577,Bob Brown,36,Male,Houston,Silver,P0077,Coffee Maker,Clothing,Apparel,Brand B,749.78,4.3,purchase,2024-01-09 00:56:00,,False,PayPal,social media
11578,U578,Bob Brown,41,Non-Binary,Chicago,Gold,P0078,Smartwatch,Books,Apparel,Brand A,667.73,4.4,click,2024-01-09 00:57:00,5,True,Cash,direct visit
11579,U579,Alice Johnson,34,Male,Houston,Platinum,P0079,Smartwatch,Clothing,Apparel,Brand B,685.04,4.4,review,2024-01-09 00:58:00,3,False,Credit Card,direct visit
11580,U580,John Doe,24,Non-Binary,Houston,Silver,P0080,Smartwatch,Books,Fiction,Brand A,204.45,4.4,review,2024-01-09 00:59:00,5,True,Cash,email campaign
11581,U581,Alice Johnson,40,Non-Binary,Houston,Platinum,P0081,Coffee Maker,Clothing,Fiction,Brand C,585.96,4.6,purchase,2024-01-09 01:00:00,,True,PayPal,direct visit
11582,U582,Charlie Davis,33,Female,Phoenix,Platinum,P0082,Novel,Clothing,Wearable Tech,Brand D,490.65,4.8,click,2024-01-09 01:01:00,5,True,Credit Card,social media
11583,U583,Bob Brown,29,Female,New York,Platinum,P0083,T-Shirt,Books,Kitchen Appliances,Brand B,277.44,3.2,review,2024-01-09 01:02:00,,True,Bank Transfer,social media
11584,U584,Charlie Davis,18,Female,Phoenix,Silver,P0084,Smartwatch,Books,Apparel,Brand C,552.84,3.7,click,2024-01-09 01:03:00,5,True,PayPal,direct visit
11585,U585,Bob Brown,36,Male,Los Angeles,Platinum,P0085,Smartwatch,Home Goods,Wearable Tech,Brand B,567.23,4.6,click,2024-01-09 01:04:00,4,False,Bank Transfer,direct visit
11586,U586,Charlie Davis,58,Female,Los Angeles,Gold,P0086,Laptop,Books,Apparel,Brand D,556.05,3.6,review,2024-01-09 01:05:00,5,True,Credit Card,email campaign
11587,U587,Bob Brown,52,Male,Chicago,Platinum,P0087,Headphones,Books,Kitchen Appliances,Brand D,12.15,4.4,purchase,2024-01-09 01:06:00,5,True,Cash,direct visit
11588,U588,Bob Brown,57,Female,Los Angeles,Platinum,P0088,Novel,Clothing,Kitchen Appliances,Brand B,410.48,4.0,review,2024-01-09 01:07:00,4,True,Bank Transfer,search engine
11589,U589,Charlie Davis,38,Female,Houston,Silver,P0089,T-Shirt,Home Goods,Wearable Tech,Brand C,271.59,3.3,click,2024-01-09 01:08:00,3,True,Cash,search engine
11590,U590,Alice Johnson,18,Male,Houston,Gold,P0090,Headphones,Books,Fiction,Brand D,908.29,4.3,click,2024-01-09 01:09:00,4,False,Cash,email campaign
11591,U591,John Doe,28,Non-Binary,Phoenix,Platinum,P0091,T-Shirt,Home Goods,Fiction,Brand C,95.14,3.6,review,2024-01-09 01:10:00,,False,PayPal,social media
11592,U592,Bob Brown,23,Male,New York,Gold,P0092,Laptop,Clothing,Kitchen Appliances,Brand A,895.5,3.6,click,2024-01-09 01:11:00,3,False,PayPal,search engine
11593,U593,Charlie Davis,26,Non-Binary,Los Angeles,Platinum,P0093,Smartwatch,Clothing,Fiction,Brand D,919.36,3.7,purchase,2024-01-09 01:12:00,,True,Credit Card,direct visit
11594,U594,Charlie Davis,50,Male,Phoenix,Silver,P0094,Smartwatch,Books,Fiction,Brand A,435.11,3.2,review,2024-01-09 01:13:00,5,True,Bank Transfer,social media
11595,U595,John Doe,42,Non-Binary,Chicago,Silver,P0095,Smartwatch,Electronics,Wearable Tech,Brand C,654.79,4.9,click,2024-01-09 01:14:00,4,True,Credit Card,email campaign
11596,U596,Alice Johnson,44,Male,Phoenix,Silver,P0096,Headphones,Home Goods,Wearable Tech,Brand A,178.06,3.2,review,2024-01-09 01:15:00,,True,PayPal,search engine
11597,U597,Alice Johnson,57,Female,Phoenix,Platinum,P0097,Coffee Maker,Books,Wearable Tech,Brand C,914.88,3.9,click,2024-01-09 01:16:00,3,False,Bank Transfer,email campaign
11598,U598,Alice Johnson,29,Non-Binary,Houston,Platinum,P0098,Laptop,Electronics,Wearable Tech,Brand A,341.57,3.3,click,2024-01-09 01:17:00,4,False,PayPal,social media
11599,U599,Alice Johnson,29,Female,Los Angeles,Silver,P0099,Laptop,Electronics,Kitchen Appliances,Brand B,167.95,4.0,purchase,2024-01-09 01:18:00,5,False,Cash,social media
11600,U600,John Doe,28,Female,Chicago,Platinum,P0100,T-Shirt,Home Goods,Apparel,Brand C,680.08,4.8,click,2024-01-09 01:19:00,,True,Credit Card,social media
11601,U601,Charlie Davis,54,Male,Phoenix,Platinum,P0101,Laptop,Home Goods,Apparel,Brand A,228.1,4.6,click,2024-01-09 01:20:00,5,True,Bank Transfer,direct visit
11602,U602,Jane Smith,38,Non-Binary,Houston,Silver,P0102,Novel,Clothing,Apparel,Brand A,672.64,3.8,click,2024-01-09 01:21:00,3,True,PayPal,search engine
11603,U603,Charlie Davis,59,Female,New York,Platinum,P0103,T-Shirt,Home Goods,Kitchen Appliances,Brand C,97.39,4.2,purchase,2024-01-09 01:22:00,,False,Bank Transfer,direct visit
11604,U604,Charlie Davis,37,Female,Los Angeles,Platinum,P0104,Smartwatch,Clothing,Wearable Tech,Brand C,474.8,3.9,purchase,2024-01-09 01:23:00,,True,Cash,search engine
11605,U605,Charlie Davis,26,Female,Houston,Silver,P0105,Coffee Maker,Clothing,Wearable Tech,Brand A,779.35,4.8,review,2024-01-09 01:24:00,3,False,Credit Card,search engine
11606,U606,Jane Smith,57,Non-Binary,Phoenix,Gold,P0106,Novel,Clothing,Kitchen Appliances,Brand D,208.32,3.7,click,2024-01-09 01:25:00,5,True,Cash,email campaign
11607,U607,John Doe,55,Female,New York,Gold,P0107,Smartwatch,Home Goods,Apparel,Brand D,441.42,4.2,review,2024-01-09 01:26:00,,False,Credit Card,search engine
11608,U608,Charlie Davis,33,Female,Phoenix,Gold,P0108,T-Shirt,Home Goods,Kitchen Appliances,Brand A,464.24,4.2,click,2024-01-09 01:27:00,3,True,Bank Transfer,email campaign
11609,U609,Alice Johnson,50,Non-Binary,Phoenix,Silver,P0109,T-Shirt,Home Goods,Apparel,Brand A,413.67,4.2,purchase,2024-01-09 01:28:00,3,True,Cash,search engine
11610,U610,Alice Johnson,21,Female,Houston,Gold,P0110,Laptop,Clothing,Fiction,Brand B,533.05,4.6,purchase,2024-01-09 01:29:00,4,True,Credit Card,email campaign
11611,U611,Jane Smith,58,Male,New York,Gold,P0111,Coffee Maker,Clothing,Kitchen Appliances,Brand B,817.68,4.2,purchase,2024-01-09 01:30:00,4,True,Credit Card,search engine
11612,U612,Jane Smith,42,Male,Los Angeles,Platinum,P0112,T-Shirt,Home Goods,Wearable Tech,Brand C,929.44,4.2,review,2024-01-09 01:31:00,,False,Bank Transfer,search engine
11613,U613,Jane Smith,31,Non-Binary,Houston,Silver,P0113,T-Shirt,Home Goods,Wearable Tech,Brand C,480.26,3.6,click,2024-01-09 01:32:00,4,True,PayPal,social media
11614,U614,John Doe,29,Male,Los Angeles,Silver,P0114,Novel,Clothing,Fiction,Brand B,153.44,3.1,review,2024-01-09 01:33:00,4,True,Cash,direct visit
11615,U615,John Doe,30,Male,Chicago,Silver,P0115,Smartwatch,Books,Apparel,Brand B,11.07,4.3,review,2024-01-09 01:34:00,3,False,Cash,search engine
11616,U616,Bob Brown,54,Non-Binary,Houston,Platinum,P0116,Novel,Electronics,Kitchen Appliances,Brand D,386.42,4.7,purchase,2024-01-09 01:35:00,3,True,Credit Card,direct visit
11617,U617,Alice Johnson,59,Male,Chicago,Gold,P0117,Headphones,Clothing,Fiction,Brand B,488.09,4.5,purchase,2024-01-09 01:36:00,3,True,Bank Transfer,social media
11618,U618,Bob Brown,58,Male,Phoenix,Silver,P0118,Smartwatch,Clothing,Wearable Tech,Brand D,98.93,3.2,click,2024-01-09 01:37:00,,False,Credit Card,direct visit
11619,U619,Jane Smith,38,Male,New York,Silver,P0119,T-Shirt,Books,Fiction,Brand B,823.96,3.6,review,2024-01-09 01:38:00,3,True,Credit Card,search engine
11620,U620,Alice Johnson,53,Non-Binary,Los Angeles,Gold,P0120,Coffee Maker,Home Goods,Kitchen Appliances,Brand D,249.21,3.3,click,2024-01-09 01:39:00,,False,Bank Transfer,search engine
11621,U621,Jane Smith,19,Non-Binary,Chicago,Platinum,P0121,Headphones,Clothing,Wearable Tech,Brand A,954.87,3.5,click,2024-01-09 01:40:00,3,True,Credit Card,email campaign
11622,U622,Alice Johnson,45,Non-Binary,Phoenix,Gold,P0122,T-Shirt,Electronics,Wearable Tech,Brand A,294.62,4.1,review,2024-01-09 01:41:00,3,False,PayPal,email campaign
11623,U623,Bob Brown,31,Non-Binary,Houston,Gold,P0123,Laptop,Home Goods,Apparel,Brand A,901.79,4.4,review,2024-01-09 01:42:00,5,True,Credit Card,email campaign
11624,U624,Bob Brown,19,Female,Chicago,Silver,P0124,Headphones,Books,Wearable Tech,Brand B,820.84,3.2,purchase,2024-01-09 01:43:00,5,True,Bank Transfer,email campaign
11625,U625,Charlie Davis,19,Male,Chicago,Platinum,P0125,T-Shirt,Electronics,Fiction,Brand D,105.73,4.7,purchase,2024-01-09 01:44:00,4,False,Credit Card,social media
11626,U626,Jane Smith,20,Female,Los Angeles,Platinum,P0126,Smartwatch,Clothing,Kitchen Appliances,Brand C,515.4,4.6,click,2024-01-09 01:45:00,,False,Cash,search engine
11627,U627,Charlie Davis,58,Non-Binary,Chicago,Platinum,P0127,Headphones,Electronics,Kitchen Appliances,Brand A,855.79,4.8,purchase,2024-01-09 01:46:00,5,False,PayPal,search engine
11628,U628,Jane Smith,54,Non-Binary,Chicago,Platinum,P0128,Headphones,Clothing,Apparel,Brand C,473.33,4.9,purchase,2024-01-09 01:47:00,5,True,Credit Card,search engine
11629,U629,Bob Brown,54,Male,Chicago,Platinum,P0129,Novel,Home Goods,Kitchen Appliances,Brand B,106.39,3.4,review,2024-01-09 01:48:00,3,False,Bank Transfer,direct visit
11630,U630,Bob Brown,44,Non-Binary,New York,Platinum,P0130,Laptop,Clothing,Fiction,Brand C,452.47,4.8,purchase,2024-01-09 01:49:00,3,True,PayPal,search engine
11631,U631,Jane Smith,32,Male,Houston,Platinum,P0131,Novel,Clothing,Wearable Tech,Brand A,573.84,4.5,review,2024-01-09 01:50:00,5,False,Cash,social media
11632,U632,Bob Brown,25,Male,Houston,Silver,P0132,Novel,Clothing,Kitchen Appliances,Brand B,370.52,4.9,review,2024-01-09 01:51:00,3,False,Credit Card,search engine
11633,U633,Bob Brown,49,Male,New York,Gold,P0133,Novel,Electronics,Wearable Tech,Brand B,288.3,4.5,click,2024-01-09 01:52:00,4,True,PayPal,email campaign
11634,U634,Bob Brown,41,Non-Binary,New York,Silver,P0134,Coffee Maker,Clothing,Apparel,Brand A,396.1,3.6,review,2024-01-09 01:53:00,5,False,Bank Transfer,search engine
11635,U635,Charlie Davis,59,Male,Los Angeles,Gold,P0135,Coffee Maker,Electronics,Wearable Tech,Brand D,128.72,3.4,purchase,2024-01-09 01:54:00,3,True,Credit Card,direct visit
11636,U636,Alice Johnson,22,Female,Chicago,Platinum,P0136,Headphones,Clothing,Wearable Tech,Brand A,640.03,4.7,purchase,2024-01-09 01:55:00,5,False,Bank Transfer,social media
11637,U637,John Doe,54,Male,Chicago,Gold,P0137,Smartwatch,Books,Wearable Tech,Brand A,867.12,4.1,click,2024-01-09 01:56:00,5,False,Cash,email campaign
11638,U638,Alice Johnson,26,Male,Chicago,Silver,P0138,Headphones,Electronics,Apparel,Brand A,370.35,4.7,review,2024-01-09 01:57:00,4,True,Bank Transfer,social media
11639,U639,Jane Smith,32,Female,Los Angeles,Silver,P0139,Smartwatch,Home Goods,Wearable Tech,Brand A,657.64,3.7,click,2024-01-09 01:58:00,,True,Cash,email campaign
11640,U640,Bob Brown,31,Female,Los Angeles,Gold,P0140,Headphones,Home Goods,Apparel,Brand B,105.41,3.8,review,2024-01-09 01:59:00,4,False,Bank Transfer,search engine
11641,U641,Bob Brown,32,Non-Binary,Phoenix,Platinum,P0141,T-Shirt,Electronics,Fiction,Brand D,362.65,4.6,review,2024-01-09 02:00:00,4,False,Credit Card,social media
11642,U642,Alice Johnson,24,Male,New York,Platinum,P0142,Smartwatch,Clothing,Wearable Tech,Brand A,689.27,4.5,click,2024-01-09 02:01:00,5,True,Credit Card,social media
11643,U643,Charlie Davis,18,Male,Los Angeles,Gold,P0143,Smartwatch,Home Goods,Wearable Tech,Brand C,519.99,4.2,click,2024-01-09 02:02:00,3,False,PayPal,social media
11644,U644,Charlie Davis,24,Female,Chicago,Gold,P0144,Novel,Clothing,Fiction,Brand B,62.56,3.8,purchase,2024-01-09 02:03:00,4,False,Cash,direct visit
11645,U645,John Doe,39,Female,Houston,Gold,P0145,Novel,Home Goods,Wearable Tech,Brand C,540.11,4.1,click,2024-01-09 02:04:00,3,False,Cash,email campaign
11646,U646,Jane Smith,51,Female,Phoenix,Silver,P0146,Headphones,Electronics,Wearable Tech,Brand C,631.19,4.4,review,2024-01-09 02:05:00,4,False,PayPal,search engine
11647,U647,Alice Johnson,22,Non-Binary,New York,Gold,P0147,Laptop,Electronics,Fiction,Brand D,340.75,4.8,review,2024-01-09 02:06:00,4,True,Credit Card,social media
11648,U648,Alice Johnson,57,Female,Houston,Platinum,P0148,Smartwatch,Books,Kitchen Appliances,Brand A,276.01,3.7,purchase,2024-01-09 02:07:00,4,True,Cash,email campaign
11649,U649,Alice Johnson,37,Female,Houston,Platinum,P0149,Smartwatch,Books,Fiction,Brand D,861.74,4.9,click,2024-01-09 02:08:00,4,False,Credit Card,direct visit
11650,U650,Bob Brown,30,Female,Los Angeles,Silver,P0150,Smartwatch,Books,Wearable Tech,Brand A,589.61,3.9,click,2024-01-09 02:09:00,4,False,Credit Card,search engine
11651,U651,Jane Smith,52,Female,New York,Platinum,P0151,Laptop,Clothing,Kitchen Appliances,Brand D,340.36,3.1,click,2024-01-09 02:10:00,5,True,PayPal,social media
11652,U652,John Doe,37,Non-Binary,Chicago,Gold,P0152,T-Shirt,Books,Fiction,Brand A,194.61,3.3,purchase,2024-01-09 02:11:00,4,True,PayPal,email campaign
11653,U653,Jane Smith,32,Female,Chicago,Gold,P0153,Novel,Clothing,Fiction,Brand C,884.15,4.9,review,2024-01-09 02:12:00,,True,Credit Card,search engine
11654,U654,Bob Brown,30,Non-Binary,Phoenix,Platinum,P0154,Smartwatch,Clothing,Apparel,Brand A,807.88,3.4,purchase,2024-01-09 02:13:00,3,True,Bank Transfer,direct visit
11655,U655,John Doe,50,Female,Chicago,Platinum,P0155,T-Shirt,Books,Apparel,Brand D,577.51,3.3,click,2024-01-09 02:14:00,3,False,PayPal,social media
11656,U656,Alice Johnson,23,Female,New York,Silver,P0156,Coffee Maker,Electronics,Fiction,Brand D,603.37,3.5,review,2024-01-09 02:15:00,5,True,Bank Transfer,search engine
11657,U657,Bob Brown,37,Male,Phoenix,Gold,P0157,Smartwatch,Clothing,Apparel,Brand B,827.56,3.9,review,2024-01-09 02:16:00,5,False,PayPal,social media
11658,U658,John Doe,33,Female,Los Angeles,Platinum,P0158,T-Shirt,Clothing,Wearable Tech,Brand A,898.31,3.3,purchase,2024-01-09 02:17:00,5,False,Bank Transfer,social media
11659,U659,John Doe,28,Non-Binary,Phoenix,Gold,P0159,Headphones,Clothing,Kitchen Appliances,Brand C,358.85,4.7,click,2024-01-09 02:18:00,4,True,Credit Card,direct visit
11660,U660,Jane Smith,53,Non-Binary,Houston,Platinum,P0160,Coffee Maker,Home Goods,Kitchen Appliances,Brand B,815.2,3.2,review,2024-01-09 02:19:00,4,True,Bank Transfer,search engine
11661,U661,Charlie Davis,44,Non-Binary,Phoenix,Gold,P0161,Novel,Home Goods,Wearable Tech,Brand B,401.44,4.9,click,2024-01-09 02:20:00,5,True,Bank Transfer,search engine
11662,U662,Jane Smith,43,Female,New York,Platinum,P0162,Smartwatch,Books,Fiction,Brand A,428.37,4.1,purchase,2024-01-09 02:21:00,5,True,Credit Card,direct visit
11663,U663,Bob Brown,21,Male,Chicago,Silver,P0163,T-Shirt,Clothing,Kitchen Appliances,Brand A,82.5,3.1,purchase,2024-01-09 02:22:00,5,True,Credit Card,social media
11664,U664,Bob Brown,46,Male,Los Angeles,Gold,P0164,Coffee Maker,Clothing,Wearable Tech,Brand A,23.73,5.0,review,2024-01-09 02:23:00,,False,Bank Transfer,direct visit
11665,U665,Bob Brown,25,Male,Los Angeles,Silver,P0165,Coffee Maker,Home Goods,Kitchen Appliances,Brand B,612.09,3.5,purchase,2024-01-09 02:24:00,,True,Bank Transfer,search engine
11666,U666,Jane Smith,46,Female,Houston,Silver,P0166,Laptop,Clothing,Fiction,Brand C,339.24,4.4,review,2024-01-09 02:25:00,3,False,Credit Card,search engine
11667,U667,Jane Smith,23,Female,Los Angeles,Silver,P0167,Laptop,Electronics,Wearable Tech,Brand A,884.83,4.5,purchase,2024-01-09 02:26:00,5,False,Cash,direct visit
11668,U668,Jane Smith,58,Male,Phoenix,Silver,P0168,Laptop,Electronics,Fiction,Brand D,146.3,3.2,review,2024-01-09 02:27:00,5,True,Cash,email campaign
11669,U669,Jane Smith,41,Male,Houston,Platinum,P0169,T-Shirt,Electronics,Kitchen Appliances,Brand C,201.35,3.8,click,2024-01-09 02:28:00,,False,Credit Card,search engine
11670,U670,John Doe,28,Male,Houston,Platinum,P0170,Laptop,Electronics,Wearable Tech,Brand B,944.89,4.8,purchase,2024-01-09 02:29:00,3,True,Bank Transfer,social media
11671,U671,Charlie Davis,35,Non-Binary,Los Angeles,Gold,P0171,Coffee Maker,Home Goods,Kitchen Appliances,Brand B,672.11,4.3,review,2024-01-09 02:30:00,3,True,Bank Transfer,direct visit
11672,U672,Jane Smith,58,Female,New York,Silver,P0172,Novel,Home Goods,Fiction,Brand D,157.44,3.3,click,2024-01-09 02:31:00,4,True,Cash,email campaign
11673,U673,Bob Brown,52,Male,Houston,Silver,P0173,Coffee Maker,Home Goods,Wearable Tech,Brand B,937.06,4.2,review,2024-01-09 02:32:00,,False,Cash,social media
11674,U674,Charlie Davis,48,Female,Phoenix,Gold,P0174,Headphones,Home Goods,Fiction,Brand A,478.08,3.6,click,2024-01-09 02:33:00,4,True,Cash,social media
11675,U675,Alice Johnson,40,Male,Chicago,Platinum,P0175,Headphones,Books,Apparel,Brand C,781.28,3.8,review,2024-01-09 02:34:00,4,False,Cash,direct visit
11676,U676,Bob Brown,56,Non-Binary,Houston,Silver,P0176,Headphones,Clothing,Fiction,Brand D,17.0,4.9,click,2024-01-09 02:35:00,,False,Cash,email campaign
11677,U677,Alice Johnson,34,Male,Chicago,Silver,P0177,T-Shirt,Home Goods,Apparel,Brand A,264.92,3.1,purchase,2024-01-09 02:36:00,,True,Bank Transfer,direct visit
11678,U678,Jane Smith,35,Male,New York,Gold,P0178,Laptop,Electronics,Kitchen Appliances,Brand B,620.39,3.9,click,2024-01-09 02:37:00,4,False,Credit Card,email campaign
11679,U679,Jane Smith,26,Male,Chicago,Platinum,P0179,Coffee Maker,Home Goods,Apparel,Brand D,552.17,3.9,review,2024-01-09 02:38:00,,True,Credit Card,email campaign
11680,U680,Alice Johnson,34,Female,Phoenix,Platinum,P0180,Smartwatch,Home Goods,Wearable Tech,Brand D,128.31,4.3,click,2024-01-09 02:39:00,,False,Cash,search engine
11681,U681,Jane Smith,50,Non-Binary,Phoenix,Platinum,P0181,Novel,Electronics,Wearable Tech,Brand A,283.75,4.5,purchase,2024-01-09 02:40:00,5,False,Cash,direct visit
11682,U682,Alice Johnson,28,Non-Binary,Los Angeles,Gold,P0182,Coffee Maker,Home Goods,Fiction,Brand D,354.79,3.4,review,2024-01-09 02:41:00,3,False,Cash,direct visit
11683,U683,John Doe,30,Female,Los Angeles,Platinum,P0183,Smartwatch,Books,Fiction,Brand D,686.17,4.6,purchase,2024-01-09 02:42:00,3,False,PayPal,search engine
11684,U684,Jane Smith,59,Female,Phoenix,Gold,P0184,Laptop,Clothing,Apparel,Brand B,567.17,4.0,purchase,2024-01-09 02:43:00,5,True,Credit Card,direct visit
11685,U685,John Doe,50,Male,Chicago,Gold,P0185,Headphones,Electronics,Kitchen Appliances,Brand C,229.1,4.7,purchase,2024-01-09 02:44:00,,True,Credit Card,email campaign
11686,U686,John Doe,45,Female,Los Angeles,Platinum,P0186,Laptop,Home Goods,Wearable Tech,Brand C,575.0,3.8,purchase,2024-01-09 02:45:00,3,True,Cash,social media
11687,U687,Alice Johnson,59,Male,Phoenix,Gold,P0187,Laptop,Books,Apparel,Brand D,867.82,4.1,purchase,2024-01-09 02:46:00,5,True,PayPal,search engine
11688,U688,Charlie Davis,43,Non-Binary,Houston,Silver,P0188,T-Shirt,Electronics,Apparel,Brand A,132.69,4.6,purchase,2024-01-09 02:47:00,3,True,Bank Transfer,social media
11689,U689,Alice Johnson,25,Non-Binary,Los Angeles,Platinum,P0189,Coffee Maker,Books,Fiction,Brand B,384.99,3.3,click,2024-01-09 02:48:00,4,False,Cash,email campaign
11690,U690,Charlie Davis,34,Male,Houston,Gold,P0190,Novel,Electronics,Kitchen Appliances,Brand D,409.56,3.8,purchase,2024-01-09 02:49:00,3,True,Cash,direct visit
